time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/learning_rate,train/clip_range,train/entropy_loss,train/loss,train/explained_variance,train/n_updates
3007,16384,27.25,5,-99.58847256000001,1,,,,,,,,,,
1384,32768,27.64,23,-99.66407573000002,2,0.011565078,0.132427978515625,-0.009964634898460644,1108.3027768492698,0.0003,0.2,-7.184195343591273,170.4512176513672,0.0026605725288391113,10
1151,49152,27.69,42,-99.39307927000002,3,0.009539944,0.06492919921875,-0.009975237875096354,148.1826046139002,0.0003,0.2,-7.175129806809127,13.489227294921875,0.7150066494941711,20
1052,65536,27.89,62,-98.97145793000001,4,0.011529542,0.158758544921875,-0.013761210084885534,10.850851302593947,0.0003,0.2,-7.153384941443801,5.016871452331543,0.8399330377578735,30
1023,81920,27.79,80,-98.79927610999998,5,0.011092521,0.1510498046875,-0.01329416444641538,5.002781207673252,0.0003,0.2,-7.135174343176186,2.147564649581909,0.8646578639745712,40
991,98304,28.1,99,-98.11377217,6,0.013281488,0.17362060546875,-0.01595366854803615,4.755739662516862,0.0003,0.2,-7.110499012470245,2.7073142528533936,0.9032393246889114,50
929,114688,29.19,123,-97.80440718999998,7,0.013416297,0.179388427734375,-0.016519205243184842,5.042205903213471,0.0003,0.2,-7.084779930487275,2.969608783721924,0.9073696210980415,60
2555,16384,28.71,6,-96.87366078,1,0.013209647,0.189935302734375,-0.01693378014715563,4.646970143774524,0.0003,0.2,-7.041325911693275,2.903803825378418,0.9165292307734489,70
1229,32768,28.62,26,-97.19803184999999,2,0.013788817,0.186126708984375,-0.015140709297429566,4.845019459072501,0.0003,0.2,-7.002595879510045,2.5507209300994873,0.9133279696106911,80
1062,49152,29.32,46,-96.57457446000001,3,0.013883375,0.18023681640625,-0.01447707839006398,5.259962979424745,0.0003,0.2,-6.965562742762268,4.729724884033203,0.9072470292448997,90
972,65536,29.52,67,-96.72615126999999,4,0.014318795,0.208392333984375,-0.017147512124756757,5.219067969173193,0.0003,0.2,-6.909045631811023,2.5992465019226074,0.911611869931221,100
945,81920,28.45,86,-95.72226812,5,0.014868167,0.2045166015625,-0.016888387839571806,5.993727264367044,0.0003,0.2,-6.856765878759324,2.131288528442383,0.9007759466767311,110
928,98304,28.3,105,-94.49472579000002,6,0.0145180235,0.20279541015625,-0.014959321107562573,7.65481395823881,0.0003,0.2,-6.778555808402598,2.621001720428467,0.8812424913048744,120
924,114688,29.09,123,-93.31300526,7,0.014071187,0.20079345703125,-0.015924770034325776,7.746100213378668,0.0003,0.2,-6.721780375950038,4.0254411697387695,0.8825787007808685,130
2544,16384,29.02,6,-94.56728427,1,0.014686294,0.204864501953125,-0.015981417819875787,7.864314870536328,0.0003,0.2,-6.651515688747168,3.4847075939178467,0.8861204609274864,140
1117,32768,28.67,29,-92.07965135,2,0.015752435,0.207275390625,-0.015864787259761214,9.3575176326558,0.0003,0.2,-6.605088293366134,6.095155715942383,0.8696895688772202,150
968,49152,28.81,50,-90.68214968000001,3,0.016752306,0.228851318359375,-0.016926015456374444,8.349292912427336,0.0003,0.2,-6.52913511171937,3.445399761199951,0.8863550052046776,160
913,65536,29.99,71,-89.21017328999999,4,0.017961109,0.24534912109375,-0.01944137635509833,8.601822150871158,0.0003,0.2,-6.444029162451625,4.961902141571045,0.8981196209788322,170
896,81920,30.07,91,-88.00797924999999,5,0.016151214,0.230218505859375,-0.017595854602495818,9.947562856134027,0.0003,0.2,-6.35493364483118,3.1421937942504883,0.8876314833760262,180
860,98304,30.43,114,-86.86185781,6,0.017489012,0.23934326171875,-0.019014616015556384,11.714958171732723,0.0003,0.2,-6.251523319445551,4.856200695037842,0.8852872624993324,190
808,114688,31.23,141,-84.63454540000001,7,0.01649781,0.240191650390625,-0.01705230185089022,10.886537688039244,0.0003,0.2,-6.196780078485608,9.123486518859863,0.9007566869258881,200
1958,16384,32.34,8,-83.28688345999998,1,0.016170805,0.23182373046875,-0.01476536113423208,11.187013792432845,0.0003,0.2,-6.107656426355243,4.1956658363342285,0.9048825725913048,210
982,32768,33.75,33,-82.86931113,2,0.016176064,0.231964111328125,-0.01588810389584978,11.016358518414199,0.0003,0.2,-6.039572241343558,6.062087059020996,0.9128671661019325,220
819,49152,33.56,59,-81.20193882999999,3,0.015534216,0.228973388671875,-0.01591436037542735,13.088899576663971,0.0003,0.2,-5.955273012071848,6.634568214416504,0.9029262065887451,230
767,65536,34.28,85,-81.0908747,4,0.01570201,0.21688232421875,-0.011342805675758428,12.563178760558367,0.0003,0.2,-5.8984444078058,6.702826023101807,0.9156158789992332,240
755,81920,35.76,108,-79.10175685,5,0.01485598,0.22901611328125,-0.011917234597149218,13.407569058053195,0.0003,0.2,-5.833554365113377,4.678969383239746,0.9138422980904579,250
740,98304,36.06,132,-77.26036598,6,0.015035555,0.211932373046875,-0.012517674235459708,15.383204431831837,0.0003,0.2,-5.773496197722852,5.916911602020264,0.9077828004956245,260
730,114688,37.43,157,-75.4439865,7,0.0151736615,0.2157470703125,-0.011637399784012814,15.22718136291951,0.0003,0.2,-5.693584346398711,14.09256362915039,0.9124658703804016,270
2475,16384,39.22,6,-73.53664495,1,0.015583086,0.20941162109375,-0.011303739149576586,13.137588220089674,0.0003,0.2,-5.602269721403718,6.466894149780273,0.9307391196489334,280
1215,32768,39.56,26,-71.80203993,2,0.016614957,0.218145751953125,-0.01349316476516833,11.23706796411425,0.0003,0.2,-5.5080910479649905,4.842248916625977,0.9449485577642918,290
932,49152,39.84,52,-71.04869148,3,0.016514994,0.2147705078125,-0.012492429824305873,11.614856313727795,0.0003,0.2,-5.37307578921318,11.805228233337402,0.944413810968399,300
865,65536,40.83,75,-68.58642525,4,0.015984789,0.214141845703125,-0.012601243751851144,15.924757184833288,0.0003,0.2,-5.271804742328823,8.03234577178955,0.9362976253032684,310
841,81920,42.83,97,-65.71631208,5,0.016029637,0.210345458984375,-0.010760353133355239,16.0616921748966,0.0003,0.2,-5.176063522510231,6.639315128326416,0.939861599355936,320
831,98304,43.24,118,-65.13214405999999,6,0.016447345,0.220703125,-0.01145319410825323,10.994614640902729,0.0003,0.2,-5.069658428244293,3.3374483585357666,0.95924162119627,330
814,114688,44.76,140,-62.34640888,7,0.016500201,0.207415771484375,-0.010178553496734822,17.80537687856704,0.0003,0.2,-4.998370136879385,5.768059730529785,0.9412485137581825,340
2302,16384,44.99,7,-60.983997020000004,1,0.016427342,0.216119384765625,-0.010470523942785803,14.72683673594147,0.0003,0.2,-4.888194702751934,4.853581428527832,0.9545775912702084,350
1168,32768,46.92,28,-59.16664497000001,2,0.017043801,0.2153076171875,-0.010034499907851569,13.325598441623152,0.0003,0.2,-4.748584644310176,6.351722717285156,0.9630109071731567,360
953,49152,48.46,51,-57.95991055,3,0.015964732,0.190008544921875,-0.007336918464170594,15.23171017980203,0.0003,0.2,-4.695238856226206,6.352898120880127,0.959716122597456,370
887,65536,49.67,73,-56.806456589999996,4,0.017892648,0.21727294921875,-0.007842079915462818,13.323023169208318,0.0003,0.2,-4.665802752040326,13.404876708984375,0.9645817242562771,380
836,81920,52.47,97,-52.63809405,5,0.01637261,0.197344970703125,-0.0074768150344425525,18.664168826676907,0.0003,0.2,-4.618937945179641,3.3002383708953857,0.9555330090224743,390
802,98304,51.85,122,-53.452420010000004,6,0.017292555,0.22208251953125,-0.008244592648770777,17.666945414245127,0.0003,0.2,-4.556295987404883,23.08230972290039,0.9591234773397446,400
788,114688,53.28,145,-52.480683690000006,7,0.015959356,0.216107177734375,-0.009490658567938227,16.178195962775497,0.0003,0.2,-4.455638965405524,4.111532211303711,0.9640873149037361,410
2415,16384,53.4,6,-52.8760052,1,0.01578413,0.2107666015625,-0.007205465335391637,14.535355880763381,0.0003,0.2,-4.395009732991457,4.369490623474121,0.9708877541124821,420
1030,32768,53.76,31,-52.41178594000001,2,0.01673379,0.212054443359375,-0.006134898768823405,21.217427447391675,0.0003,0.2,-4.3748853439465165,13.0210599899292,0.9592480584979057,430
880,49152,55.4,55,-49.65587359,3,0.014524018,0.2057861328125,-0.0033489983767594823,24.451390335336328,0.0003,0.2,-4.344160700682551,4.1107964515686035,0.9547746554017067,440
839,65536,56.11,78,-49.464998509999994,4,0.01596341,0.2195556640625,-0.00393978965412316,13.661740329116583,0.0003,0.2,-4.355499799828976,3.0832808017730713,0.9745775926858187,450
802,81920,56.58,102,-48.91651138999999,5,0.01496861,0.201239013671875,-0.004009707566638099,23.495704365335406,0.0003,0.2,-4.3200933542102575,3.139657974243164,0.9565246291458607,460
782,98304,56.91,125,-49.01138938,6,0.017475322,0.20361328125,-0.004671427671837591,18.947961603151633,0.0003,0.2,-4.229245209693909,11.644262313842773,0.9652174599468708,470
774,114688,56.47,148,-49.58897266000001,7,0.016139332,0.197454833984375,-0.002270567207960994,21.96594708189368,0.0003,0.2,-4.136613827943802,39.07517623901367,0.9599970020353794,480
2567,16384,59.13,6,-46.408640569999996,1,0.018019397,0.22393798828125,-0.004489051959899371,24.743850886262955,0.0003,0.2,-4.122964392323047,1.821726679801941,0.9568376503884792,490
1210,32768,57.96,27,-46.89672971000001,2,0.015620761,0.224505615234375,-0.002986162550678273,15.563044776488095,0.0003,0.2,-4.066051804088056,12.033939361572266,0.9724664688110352,500
1027,49152,58.2,47,-46.91999825,3,0.01700518,0.209844970703125,-0.0025039277487849177,13.606021993188188,0.0003,0.2,-4.052135889232159,2.1268084049224854,0.976622311398387,510
952,65536,58.17,68,-47.61280932,4,0.014453461,0.192279052734375,-0.002980470323427653,15.808122866880149,0.0003,0.2,-4.045692308619619,1.572884440422058,0.9714294709265232,520
906,81920,58.45,90,-47.76305343999999,5,0.015491243,0.207257080078125,-0.0010627405487866782,12.033877613814548,0.0003,0.2,-4.025065880082548,1.5707406997680664,0.9801610484719276,530
883,98304,57.2,111,-49.30635915,6,0.017995756,0.2072265625,-0.002505966635681034,19.792883886769413,0.0003,0.2,-4.003643988631666,9.086028099060059,0.9665864557027817,540
869,114688,58.9,131,-46.195525950000004,7,0.021550711,0.206591796875,-0.0011908975387086684,26.27714739749208,0.0003,0.2,-4.003944677114487,2.9860856533050537,0.9567471742630005,550
2581,16384,58.8,6,-46.40062592,1,0.016929705,0.229388427734375,-0.0002669748437256203,14.984593692002818,0.0003,0.2,-3.9488981938920915,1.7009695768356323,0.974100885912776,560
1209,32768,58.43,27,-47.172325060000006,2,0.016378153,0.208154296875,-0.00020119873679504962,12.01898714778945,0.0003,0.2,-3.8850141023285687,0.951511800289154,0.9793096948415041,570
1025,49152,59.76,47,-45.01015621,3,0.016468173,0.196875,-0.0018056951454127556,20.19082573191263,0.0003,0.2,-3.8995165578089654,29.40118408203125,0.9668282940983772,580
949,65536,59.21,69,-47.15314111999998,4,0.016170641,0.210455322265625,0.0002054282725111989,10.630657236999832,0.0003,0.2,-3.8365382625721396,1.3399059772491455,0.9839376658201218,590
906,81920,59.62,90,-45.55654184000001,5,0.017100168,0.20257568359375,-0.0012364227258331085,25.33575136172585,0.0003,0.2,-3.809976018499583,6.101342678070068,0.9594512917101383,600
870,98304,59.54,112,-47.03979981999999,6,0.015691444,0.19940185546875,-0.0013153256495570531,22.03049759301357,0.0003,0.2,-3.8004736746661365,4.01815938949585,0.961895402520895,610
845,114688,60.0,135,-46.37128310999999,7,0.017913787,0.22236328125,-0.0016951153215813974,16.39845992620103,0.0003,0.2,-3.7713618646375835,23.99481773376465,0.9737449437379837,620
2110,16384,59.57,7,-47.29418283,1,0.016711721,0.216815185546875,-0.0031699245880190572,10.841896207351237,0.0003,0.2,-3.767280867975205,1.2515344619750977,0.9800406228750944,630
1010,32768,58.4,32,-48.04531478,2,0.015620575,0.17454833984375,-0.003999406918956084,29.084988261898978,0.0003,0.2,-3.734950578212738,1.6974512338638306,0.9515328928828239,640
888,49152,59.66,55,-45.15816968,3,0.025003143,0.194281005859375,-0.0027918916031012485,30.509960084361957,0.0003,0.2,-3.719783421419561,3.745326519012451,0.9510884955525398,650
834,65536,59.64,78,-44.90407926999999,4,0.017851602,0.2197998046875,-0.0018549499742221086,15.314891713811084,0.0003,0.2,-3.651730454713106,20.804533004760742,0.9760123006999493,660
795,81920,61.0,102,-43.82443602999999,5,0.02039528,0.218267822265625,-0.0007266985982823826,10.65517087620683,0.0003,0.2,-3.5878046847879888,1.4081028699874878,0.982322845607996,670
746,98304,59.85,131,-45.114117300000004,6,0.016888708,0.195751953125,-0.003935622939661698,9.80562540590763,0.0003,0.2,-3.5822450716979803,1.6559218168258667,0.9834575112909079,680
717,114688,60.38,159,-43.45566384,7,0.014557224,0.184613037109375,-0.001950070283419336,22.63308883048594,0.0003,0.2,-3.5380075830966233,1.9212093353271484,0.9643032923340797,690
2313,16384,59.87,7,-43.92850662,1,0.015679523,0.19517822265625,-0.0018342047321766586,21.911217270465567,0.0003,0.2,-3.550670933071524,15.96945858001709,0.9666549302637577,700
1005,32768,59.42,32,-44.78553771999999,2,0.016921923,0.19705810546875,-0.003012235280812092,24.851845637289806,0.0003,0.2,-3.5631113070063294,20.431371688842773,0.9605082981288433,710
782,49152,61.03,62,-42.91308019,3,0.019078646,0.205914306640625,-0.0028454632691136796,28.119322041096165,0.0003,0.2,-3.5553711774758994,26.341346740722656,0.9558151699602604,720
715,65536,61.83,91,-41.29438402000001,4,0.021895343,0.2119873046875,-0.0025841494497399254,14.928851811401547,0.0003,0.2,-3.5569259439595045,1.682536005973816,0.9766447395086288,730
635,81920,62.27,128,-41.38487619000001,5,0.018752038,0.22103271484375,-0.003644883197694071,8.09482725651469,0.0003,0.2,-3.6003465593792496,1.4054145812988281,0.9870780501514673,740
613,98304,62.39,160,-40.87210366,6,0.01695843,0.2112060546875,-0.003866965093448016,14.451161488099023,0.0003,0.2,-3.5684301886707543,11.345166206359863,0.9785803146660328,750
594,114688,62.15,192,-40.99073044,7,0.015304893,0.1971435546875,-0.004322654971883821,6.165162560483441,0.0003,0.2,-3.553246267233044,1.8472265005111694,0.9897775482386351,760
1592,16384,62.8,10,-40.64566308,1,0.015704362,0.177386474609375,-0.003548320570371288,22.580178303224965,0.0003,0.2,-3.5282652033492923,2.6141629219055176,0.9670648984611034,770
817,32768,60.69,40,-42.64907678,2,0.018182114,0.201422119140625,-0.002143177323796408,23.638956293556838,0.0003,0.2,-3.557089382316917,6.619040489196777,0.9654841870069504,780
698,49152,59.07,70,-45.45313635,3,0.014121495,0.163653564453125,-0.0017202187280418002,34.12561982497573,0.0003,0.2,-3.520060981065035,2.940948963165283,0.9532285630702972,790
642,65536,63.32,102,-39.282692000000004,4,0.016598832,0.16983642578125,-0.005487942271520297,55.074980734754355,0.0003,0.2,-3.537984754703939,10.4739408493042,0.9209855273365974,800
613,81920,62.64,133,-40.55866418000001,5,0.023444016,0.247625732421875,-0.0016545490569114917,18.076284052617847,0.0003,0.2,-3.5398549482226374,21.574678421020508,0.9738180935382843,810
600,98304,62.74,163,-40.008233999999995,6,0.016337788,0.199822998046875,-0.002959690485840838,15.49431660277769,0.0003,0.2,-3.5570258740335703,2.062457323074341,0.976801197975874,820
588,114688,63.28,194,-39.80165168,7,0.023471853,0.2146240234375,-0.0009348939671781409,16.332036382099613,0.0003,0.2,-3.5145740549080076,0.9606707096099854,0.978158313781023,830
1576,16384,63.36,10,-39.50569556000001,1,0.01707151,0.20679931640625,-0.0005802398777177587,16.314721039612778,0.0003,0.2,-3.505188610125333,1.701042890548706,0.9777448531240225,840
804,32768,61.55,40,-42.53128426999999,2,0.01726292,0.195159912109375,-0.0024177190743102984,12.916533756116404,0.0003,0.2,-3.44559705266729,1.1811193227767944,0.9834713954478502,850
703,49152,60.06,69,-43.90981949000001,3,0.017991342,0.181201171875,-0.0020661232783822925,40.02606830219738,0.0003,0.2,-3.4832712766714393,8.489603996276855,0.943913746625185,860
679,65536,62.2,96,-40.85064243,4,0.015882738,0.1591552734375,-0.003825670668129533,57.262581734173,0.0003,0.2,-3.4542990792542696,30.78917694091797,0.9163287729024887,870
713,81920,62.66,114,-39.66840289,5,0.016931178,0.21845703125,-0.0025699326167796244,34.465815753582866,0.0003,0.2,-3.4186919757165013,7.342967510223389,0.9533251337707043,880
743,98304,61.88,132,-41.689104230000005,6,0.025047397,0.2385986328125,-0.0033555887176135004,12.899825784377754,0.0003,0.2,-3.4870790857821703,1.9192134141921997,0.9792586266994476,890
762,114688,61.74,150,-40.44293769,7,0.015317461,0.178363037109375,-0.0009749367240146966,23.24586785561405,0.0003,0.2,-3.489427504502237,4.114171504974365,0.9665952101349831,900
2948,16384,62.73,5,-38.83294416,1,0.016813923,0.1919677734375,-0.002098496911639813,31.40848704157397,0.0003,0.2,-3.47871509026736,22.268571853637695,0.9568921625614166,910
1449,32768,63.37,22,-38.02417332,2,0.017753523,0.219805908203125,-0.003806265734419867,18.13429143340327,0.0003,0.2,-3.4570109168998897,1.0845884084701538,0.9759028907865286,920
1240,49152,63.65,39,-38.063893189999995,3,0.018703282,0.218927001953125,-0.0011897128585133033,19.92303028795868,0.0003,0.2,-3.4369819212704895,4.24971866607666,0.9698446411639452,930
1145,65536,64.61,57,-36.320882860000005,4,0.014155529,0.156585693359375,-0.0024828027239891526,43.94737531254068,0.0003,0.2,-3.405057695042342,40.077701568603516,0.9363175258040428,940
1062,81920,63.25,77,-38.95618238,5,0.022344468,0.25316162109375,-0.0010920685203473113,17.748952331673355,0.0003,0.2,-3.4475209881551563,2.6839511394500732,0.9705111216753721,950
1029,98304,62.41,95,-39.19530977,6,0.017829087,0.1988037109375,-0.0003264037527515029,22.166844086255878,0.0003,0.2,-3.4715484023094176,5.804965496063232,0.971059812232852,960
993,114688,64.38,115,-35.797302509999994,7,0.015303618,0.205084228515625,-0.00018025728686552612,23.950461884541436,0.0003,0.2,-3.4527128330431878,3.9024603366851807,0.9678321033716202,970
2959,16384,63.7,5,-37.65575014,1,0.015651215,0.19888916015625,-0.002476714915383127,8.649766586488113,0.0003,0.2,-3.435006784182042,2.0318031311035156,0.9888218091800809,980
1363,32768,63.95,24,-37.447885840000005,2,0.021022504,0.211627197265625,-0.002067600820237203,18.11698619890958,0.0003,0.2,-3.4547728612087667,1.990674376487732,0.9768622312694788,990
1155,49152,63.17,42,-38.73828502,3,0.016918361,0.19134521484375,-0.00020886056418021326,20.514037545863538,0.0003,0.2,-3.44318804750219,14.432218551635742,0.9733916409313679,1000
1055,65536,64.63,62,-36.60819186999999,4,0.019072546,0.2088134765625,-0.0011310629730360232,16.173136531421914,0.0003,0.2,-3.4448593537323178,4.734697341918945,0.9790249783545732,1010
1012,81920,64.33,80,-35.987184400000004,5,0.018475588,0.223736572265625,-0.003114181434011698,13.137974843685516,0.0003,0.2,-3.4025203249417246,20.732248306274414,0.9809773061424494,1020
980,98304,63.42,100,-37.812252619999995,6,0.016342808,0.196929931640625,-0.002748083136975765,4.5565031990641724,0.0003,0.2,-3.4005617742426693,1.514651894569397,0.9927921774797142,1030
958,114688,63.33,119,-36.710892869999995,7,0.016307127,0.1986328125,-0.002921454169336357,12.868077077111229,0.0003,0.2,-3.35042250175029,0.5810486674308777,0.9818625841289759,1040
2766,16384,64.33,5,-34.89114093,1,0.017515317,0.202935791015625,-0.0020137611892550923,14.508431613724678,0.0003,0.2,-3.297217033803463,4.2397356033325195,0.980597211048007,1050
1288,32768,64.76,25,-34.97294202,2,0.016379766,0.204400634765625,-0.002922391184256412,1.8133288319571874,0.0003,0.2,-3.3013641352765264,0.6497071981430054,0.9971663639880717,1060
1103,49152,64.2,44,-36.16244431999999,3,0.016837792,0.19613037109375,-0.0050412504972882745,4.580867229821161,0.0003,0.2,-3.2973764752969146,0.8728348612785339,0.9940440165810287,1070
972,65536,64.21,67,-35.90710746,4,0.018477365,0.18565673828125,-0.0034756442593334214,20.320230368012563,0.0003,0.2,-3.2521741316653787,4.320230007171631,0.973983047530055,1080
910,81920,63.75,89,-37.16003203,5,0.01898694,0.20938720703125,-0.0023892971782970562,17.116783834574743,0.0003,0.2,-3.2631422826088965,26.323923110961914,0.9784713108092546,1090
883,98304,64.02,111,-35.82917045,6,0.020361446,0.1926513671875,-0.005072957399215738,34.318255942687394,0.0003,0.2,-3.2949419617652893,6.873070240020752,0.9564594253897667,1100
858,114688,62.91,133,-38.88930618999999,7,0.018451445,0.232025146484375,0.00043305002659508316,19.547284671850502,0.0003,0.2,-3.243916868977249,12.605738639831543,0.9747968055307865,1110
2181,16384,63.84,7,-36.90383958,1,0.018524427,0.211669921875,-0.0029240307337204284,19.736453312681988,0.0003,0.2,-3.231291008088738,1.366332769393921,0.9751196410506964,1120
1094,32768,63.93,29,-36.88768665,2,0.018348623,0.224444580078125,-0.001543226094872807,19.069589290651493,0.0003,0.2,-3.229135221429169,0.865902841091156,0.9738812427967787,1130
951,49152,64.58,51,-35.84473067,3,0.017993435,0.187646484375,-0.004224582949427713,22.4117935186252,0.0003,0.2,-3.226833193283528,3.114917516708374,0.9712471291422844,1140
868,65536,63.65,75,-36.75122148,4,0.019524248,0.22210693359375,-0.0005760501124314032,22.6056947120931,0.0003,0.2,-3.253498937189579,5.006402015686035,0.9712762571871281,1150
836,81920,63.64,97,-37.57609043,5,0.016759316,0.22159423828125,0.0004459602192582679,21.107433627080173,0.0003,0.2,-3.2285937101580204,62.4133186340332,0.9731415137648582,1160
776,98304,64.62,126,-35.82218064,6,0.016240261,0.216815185546875,-0.0008358539139862841,26.200390775455162,0.0003,0.2,-3.201221436820924,9.207586288452148,0.9676140807569027,1170
722,114688,66.13,158,-34.30980019,7,0.021174103,0.232501220703125,-0.0014044105500033766,9.326401342498139,0.0003,0.2,-3.2216773462481796,2.593127727508545,0.9887237008661032,1180
1906,16384,64.86,8,-35.272260890000005,1,0.018885175,0.211077880859375,-0.0006363524123116804,17.017595385853202,0.0003,0.2,-3.226693212240934,12.993775367736816,0.9793811645358801,1190
881,32768,62.96,37,-38.71918282,2,0.020026987,0.227545166015625,-0.0007367952922322729,27.067551736929452,0.0003,0.2,-3.1838342539034783,1.3196954727172852,0.9663054496049881,1200
775,49152,65.32,63,-34.11401985,3,0.018605605,0.18414306640625,-0.002301319341722774,36.40213441546075,0.0003,0.2,-3.2122187552042307,19.04804039001465,0.9506240971386433,1210
738,65536,64.87,88,-34.55983278,4,0.020043941,0.2339111328125,7.566338317701592e-05,25.813012410583905,0.0003,0.2,-3.1761183539405464,3.342371940612793,0.9694206770509481,1220
696,81920,63.69,117,-36.50538408999999,5,0.020944132,0.2417236328125,4.4800652540288864e-05,10.555300236667971,0.0003,0.2,-3.144923310820013,0.5670427680015564,0.987308650277555,1230
651,98304,63.65,150,-35.92040334,6,0.018485267,0.215985107421875,-0.0002961543276796874,25.451410982804372,0.0003,0.2,-3.123786778468639,19.701251983642578,0.9672117084264755,1240
619,114688,63.49,185,-34.767649170000006,7,0.0223877,0.17103271484375,-0.001890880500741332,48.03588208509609,0.0003,0.2,-3.0774652725085616,13.553976058959961,0.9384841620922089,1250
2308,16384,63.03,7,-35.54640035,1,0.019060746,0.234454345703125,-0.0013371223847570945,23.561415611254052,0.0003,0.2,-3.0852304513566198,2.18864369392395,0.9671968258917332,1260
886,32768,62.27,36,-37.38938078999999,2,0.02175592,0.2069580078125,-0.001409535418588348,34.943432435952126,0.0003,0.2,-3.0529867900535463,82.61056518554688,0.9576047994196415,1270
723,49152,65.05,67,-34.09018105999999,3,0.017441437,0.179278564453125,-0.0024706671155854563,40.53544006212614,0.0003,0.2,-3.0603968009352682,22.884218215942383,0.9494916535913944,1280
657,65536,64.44,99,-34.757929399999995,4,0.019275952,0.245513916015625,0.001252355118504056,24.371091103204527,0.0003,0.2,-3.07486770497635,20.633310317993164,0.9710547644644976,1290
627,81920,65.2,130,-33.53814249,5,0.019886473,0.228289794921875,0.0003380029116669903,12.43375429569278,0.0003,0.2,-3.084663201402873,3.0674450397491455,0.9841218963265419,1300
608,98304,62.14,161,-38.31303947,6,0.021926349,0.21885986328125,0.00045830906301489447,15.026168978982605,0.0003,0.2,-3.0544667578302325,1.2388439178466797,0.9819434005767107,1310
591,114688,64.7,193,-35.11852041,7,0.018480688,0.186932373046875,-0.000933789188729861,43.565874027460815,0.0003,0.2,-3.053053174819797,5.000397682189941,0.9428542517125607,1320
1843,16384,63.21,8,-36.53672553,1,0.03031867,0.25240478515625,0.0008453881539026043,20.88559750870336,0.0003,0.2,-3.093181736022234,15.987476348876953,0.974911155179143,1330
719,32768,61.5,45,-41.19431162000001,2,0.025658336,0.190545654296875,-0.0028236397972705163,41.07607604842633,0.0003,0.2,-3.041534801758826,4.9711713790893555,0.9456813335418701,1340
613,49152,59.08,80,-43.71155097,3,0.017765025,0.13511962890625,-0.007528715306762024,101.64929349943995,0.0003,0.2,-2.992606038879603,43.29998016357422,0.8589407950639725,1350
550,65536,61.88,118,-37.996981819999995,4,0.013932069,0.1481201171875,-0.0020524554096482462,95.28173199295998,0.0003,0.2,-2.9674677665345373,101.32563781738281,0.8754279762506485,1360
520,81920,64.27,157,-34.745836430000004,5,0.018893909,0.20242919921875,0.0009651375034081866,53.939232400804755,0.0003,0.2,-2.9629732355475427,45.879581451416016,0.9244363307952881,1370
523,98304,64.06,187,-35.50228998,6,0.02936818,0.2581787109375,-0.002249886684876401,41.32500808755867,0.0003,0.2,-3.000469588395208,5.30238676071167,0.9469357132911682,1380
513,114688,63.41,223,-35.30750316,7,0.016987063,0.193890380859375,-0.00029489306161849526,43.02262279717252,0.0003,0.2,-3.014388905838132,8.188094139099121,0.9407544136047363,1390
1415,16384,64.68,11,-33.289472880000005,1,0.02009394,0.2622314453125,0.0006816590810103662,20.206474426039495,0.0003,0.2,-2.997828067094088,1.5605881214141846,0.9721399527043104,1400
636,32768,63.99,51,-34.48979654000001,2,0.022128524,0.2488525390625,-0.0006376634325988562,19.712127432855777,0.0003,0.2,-3.001521736010909,0.3711673319339752,0.9761991295963526,1410
541,49152,62.42,90,-36.03940795999999,3,0.020600073,0.239288330078125,0.00016521317329534213,9.652168322575744,0.0003,0.2,-3.003093623928726,0.6908586621284485,0.9865863090381026,1420
515,65536,63.21,127,-35.13427542,4,0.01986743,0.167938232421875,-0.0033647710207333147,34.078209763020276,0.0003,0.2,-2.929778222646564,3.9361743927001953,0.9572777859866619,1430
490,81920,63.27,167,-34.0077972,5,0.018407583,0.205517578125,-0.00055520570454064,25.062465746700763,0.0003,0.2,-2.951425908692181,2.318006992340088,0.9679443761706352,1440
474,98304,63.13,207,-34.09229329,6,0.023265023,0.216455078125,0.001149855302355718,24.872054050210863,0.0003,0.2,-2.8887538071721792,4.553967475891113,0.9696510266512632,1450
460,114688,62.58,249,-35.54308853,7,0.020087468,0.23319091796875,0.0028222924589499598,19.698404291342012,0.0003,0.2,-2.8853609160520137,1.9029043912887573,0.9771148059517145,1460
2078,16384,63.95,7,-33.26675058,1,0.019586565,0.214825439453125,-0.001955132018611039,17.203848734125494,0.0003,0.2,-2.889177289418876,32.24650573730469,0.976430794224143,1470
790,32768,63.57,41,-33.16138749000001,2,0.020534096,0.222454833984375,-0.0014834151235845639,13.456484644161538,0.0003,0.2,-2.8744214435108004,1.9985287189483643,0.9824533462524414,1480
637,49152,63.02,77,-34.23772465,3,0.021477394,0.1941162109375,0.00019193904281564756,20.046607378590853,0.0003,0.2,-2.8648032396100462,8.345257759094238,0.966749295592308,1490
585,65536,63.55,111,-33.75847032,4,0.024857916,0.2302001953125,0.0012673127175276023,25.852083974075505,0.0003,0.2,-2.805993620958179,11.50340461730957,0.9696953650563955,1500
